Gene stable ID	Protein stable ID
ENSJJAG00000020023	ENSJJAP00000018903
ENSJJAG00000020023	ENSJJAP00000018904
ENSJJAG00000020024	ENSJJAP00000018910
ENSJJAG00000020024	ENSJJAP00000018914
ENSJJAG00000020025	ENSJJAP00000018905
ENSJJAG00000020025	ENSJJAP00000018909
ENSJJAG00000020026	ENSJJAP00000018907
ENSJJAG00000020027	ENSJJAP00000018912
ENSJJAG00000020028	ENSJJAP00000018911
ENSJJAG00000020029	ENSJJAP00000018916
ENSJJAG00000020030	ENSJJAP00000018919
ENSJJAG00000020031	ENSJJAP00000019021
ENSJJAG00000020031	ENSJJAP00000019026
ENSJJAG00000020032	ENSJJAP00000018926
ENSJJAG00000020033	ENSJJAP00000018922
ENSJJAG00000020033	ENSJJAP00000018924
ENSJJAG00000020034	ENSJJAP00000018918
ENSJJAG00000020035	ENSJJAP00000018920
ENSJJAG00000020036	ENSJJAP00000018925
ENSJJAG00000020037	ENSJJAP00000018921
ENSJJAG00000020038	ENSJJAP00000018934
ENSJJAG00000020039	ENSJJAP00000018929
ENSJJAG00000020039	ENSJJAP00000018936
ENSJJAG00000020040	ENSJJAP00000018927
ENSJJAG00000020041	ENSJJAP00000018931
ENSJJAG00000020042	ENSJJAP00000018928
ENSJJAG00000020043	ENSJJAP00000018941
ENSJJAG00000020043	ENSJJAP00000018947
ENSJJAG00000020044	ENSJJAP00000018943
ENSJJAG00000020044	ENSJJAP00000018948
ENSJJAG00000020045	ENSJJAP00000018952
ENSJJAG00000020046	ENSJJAP00000018932
ENSJJAG00000020046	ENSJJAP00000018935
ENSJJAG00000020047	ENSJJAP00000018940
ENSJJAG00000020048	ENSJJAP00000018949
ENSJJAG00000020049	ENSJJAP00000018933
ENSJJAG00000020049	ENSJJAP00000018937
ENSJJAG00000020050	ENSJJAP00000018944
ENSJJAG00000020051	ENSJJAP00000018938
ENSJJAG00000020052	ENSJJAP00000018942
ENSJJAG00000020052	ENSJJAP00000018945
ENSJJAG00000020053	ENSJJAP00000018939
ENSJJAG00000020054	ENSJJAP00000018946
ENSJJAG00000020055	ENSJJAP00000018950
ENSJJAG00000020056	ENSJJAP00000018951
ENSJJAG00000020057	ENSJJAP00000018969
ENSJJAG00000020057	ENSJJAP00000018980
ENSJJAG00000020058	ENSJJAP00000018983
ENSJJAG00000020058	ENSJJAP00000018992
ENSJJAG00000020059	ENSJJAP00000018953
ENSJJAG00000020060	ENSJJAP00000018954
ENSJJAG00000020061	ENSJJAP00000018986
ENSJJAG00000020061	ENSJJAP00000018990
ENSJJAG00000020062	ENSJJAP00000018959
ENSJJAG00000020063	ENSJJAP00000018955
ENSJJAG00000020063	ENSJJAP00000018960
ENSJJAG00000020064	ENSJJAP00000018956
ENSJJAG00000020064	ENSJJAP00000018958
ENSJJAG00000020065	ENSJJAP00000018957
ENSJJAG00000020066	ENSJJAP00000018964
ENSJJAG00000020067	ENSJJAP00000018961
ENSJJAG00000020067	ENSJJAP00000018966
ENSJJAG00000020068	ENSJJAP00000018965
ENSJJAG00000020069	ENSJJAP00000018985
ENSJJAG00000020069	ENSJJAP00000019000
ENSJJAG00000020069	ENSJJAP00000019008
ENSJJAG00000020070	ENSJJAP00000018962
ENSJJAG00000020071	ENSJJAP00000018963
ENSJJAG00000020072	ENSJJAP00000018967
ENSJJAG00000020073	ENSJJAP00000018968
ENSJJAG00000020074	ENSJJAP00000018997
ENSJJAG00000020074	ENSJJAP00000019003
ENSJJAG00000020074	ENSJJAP00000019007
ENSJJAG00000020075	ENSJJAP00000018974
ENSJJAG00000020076	ENSJJAP00000018972
ENSJJAG00000020077	ENSJJAP00000018975
ENSJJAG00000020077	ENSJJAP00000018979
ENSJJAG00000020077	ENSJJAP00000018984
ENSJJAG00000020078	ENSJJAP00000018973
ENSJJAG00000020078	ENSJJAP00000018978
ENSJJAG00000020078	ENSJJAP00000018981
ENSJJAG00000020079	ENSJJAP00000018970
ENSJJAG00000020080	ENSJJAP00000018971
ENSJJAG00000020080	ENSJJAP00000018976
ENSJJAG00000020081	ENSJJAP00000018977
ENSJJAG00000020082	ENSJJAP00000018988
ENSJJAG00000020082	ENSJJAP00000018991
ENSJJAG00000020084	ENSJJAP00000018989
ENSJJAG00000020085	ENSJJAP00000018987
ENSJJAG00000020086	ENSJJAP00000019116
ENSJJAG00000020086	ENSJJAP00000019127
ENSJJAG00000020086	ENSJJAP00000019134
ENSJJAG00000020086	ENSJJAP00000019143
ENSJJAG00000020086	ENSJJAP00000019150
ENSJJAG00000020087	ENSJJAP00000018982
ENSJJAG00000020088	ENSJJAP00000019024
ENSJJAG00000020088	ENSJJAP00000019028
ENSJJAG00000020089	ENSJJAP00000019050
ENSJJAG00000020089	ENSJJAP00000019063
ENSJJAG00000020090	ENSJJAP00000019006
ENSJJAG00000020091	ENSJJAP00000019036
ENSJJAG00000020092	ENSJJAP00000018993
ENSJJAG00000020092	ENSJJAP00000018996
ENSJJAG00000020093	ENSJJAP00000019009
ENSJJAG00000020093	ENSJJAP00000019012
ENSJJAG00000020094	ENSJJAP00000018994
ENSJJAG00000020095	ENSJJAP00000018995
ENSJJAG00000020096	ENSJJAP00000018999
ENSJJAG00000020097	ENSJJAP00000019005
ENSJJAG00000020098	ENSJJAP00000018998
ENSJJAG00000020099	ENSJJAP00000019002
ENSJJAG00000020100	ENSJJAP00000019001
ENSJJAG00000020101	ENSJJAP00000019046
ENSJJAG00000020102	ENSJJAP00000019011
ENSJJAG00000020102	ENSJJAP00000019014
ENSJJAG00000020103	ENSJJAP00000019004
ENSJJAG00000020104	ENSJJAP00000019037
ENSJJAG00000020104	ENSJJAP00000019040
ENSJJAG00000020104	ENSJJAP00000019042
ENSJJAG00000020105	ENSJJAP00000019013
ENSJJAG00000020105	ENSJJAP00000019016
ENSJJAG00000020105	ENSJJAP00000019018
ENSJJAG00000020106	ENSJJAP00000019010
ENSJJAG00000020107	ENSJJAP00000019035
ENSJJAG00000020107	ENSJJAP00000019043
ENSJJAG00000020107	ENSJJAP00000019047
ENSJJAG00000020107	ENSJJAP00000019057
ENSJJAG00000020108	ENSJJAP00000019039
ENSJJAG00000020109	ENSJJAP00000019015
ENSJJAG00000020110	ENSJJAP00000019044
ENSJJAG00000020111	ENSJJAP00000019017
ENSJJAG00000020112	ENSJJAP00000019019
ENSJJAG00000020113	ENSJJAP00000019034
ENSJJAG00000020114	ENSJJAP00000019032
ENSJJAG00000020115	ENSJJAP00000019023
ENSJJAG00000020116	ENSJJAP00000019020
ENSJJAG00000020117	ENSJJAP00000019022
ENSJJAG00000020118	ENSJJAP00000019058
ENSJJAG00000020118	ENSJJAP00000019068
ENSJJAG00000020118	ENSJJAP00000019079
ENSJJAG00000020118	ENSJJAP00000019081
ENSJJAG00000020118	ENSJJAP00000019089
ENSJJAG00000020119	ENSJJAP00000019025
ENSJJAG00000020119	ENSJJAP00000019031
ENSJJAG00000020120	ENSJJAP00000019030
ENSJJAG00000020121	ENSJJAP00000019027
ENSJJAG00000020122	ENSJJAP00000019033
ENSJJAG00000020123	ENSJJAP00000019029
ENSJJAG00000020124	ENSJJAP00000019038
ENSJJAG00000020125	ENSJJAP00000019051
ENSJJAG00000020125	ENSJJAP00000019056
ENSJJAG00000020126	ENSJJAP00000019045
ENSJJAG00000020126	ENSJJAP00000019048
ENSJJAG00000020128	ENSJJAP00000019041
ENSJJAG00000020129	ENSJJAP00000019054
ENSJJAG00000020131	ENSJJAP00000019052
ENSJJAG00000020132	ENSJJAP00000019049
ENSJJAG00000020132	ENSJJAP00000019055
ENSJJAG00000020133	ENSJJAP00000019059
ENSJJAG00000020133	ENSJJAP00000019065
ENSJJAG00000020133	ENSJJAP00000019071
ENSJJAG00000020134	ENSJJAP00000019060
ENSJJAG00000020135	ENSJJAP00000019053
ENSJJAG00000020136	ENSJJAP00000019062
ENSJJAG00000020137	ENSJJAP00000019092
ENSJJAG00000020138	ENSJJAP00000019064
ENSJJAG00000020139	ENSJJAP00000019072
ENSJJAG00000020139	ENSJJAP00000019075
ENSJJAG00000020140	ENSJJAP00000019061
ENSJJAG00000020141	ENSJJAP00000019066
ENSJJAG00000020141	ENSJJAP00000019070
ENSJJAG00000020142	ENSJJAP00000019069
ENSJJAG00000020143	ENSJJAP00000019073
ENSJJAG00000020143	ENSJJAP00000019078
ENSJJAG00000020144	ENSJJAP00000019067
ENSJJAG00000020145	ENSJJAP00000019085
ENSJJAG00000020146	ENSJJAP00000019100
ENSJJAG00000020147	ENSJJAP00000019076
ENSJJAG00000020147	ENSJJAP00000019080
ENSJJAG00000020148	ENSJJAP00000019074
ENSJJAG00000020148	ENSJJAP00000019077
ENSJJAG00000020149	ENSJJAP00000019094
ENSJJAG00000020149	ENSJJAP00000019107
ENSJJAG00000020149	ENSJJAP00000019110
ENSJJAG00000020150	ENSJJAP00000019099
ENSJJAG00000020150	ENSJJAP00000019104
ENSJJAG00000020150	ENSJJAP00000019108
ENSJJAG00000020151	ENSJJAP00000019101
ENSJJAG00000020151	ENSJJAP00000019105
ENSJJAG00000020152	ENSJJAP00000019084
ENSJJAG00000020153	ENSJJAP00000019088
ENSJJAG00000020154	ENSJJAP00000019083
ENSJJAG00000020155	ENSJJAP00000019095
ENSJJAG00000020155	ENSJJAP00000019102
ENSJJAG00000020156	ENSJJAP00000019082
ENSJJAG00000020157	ENSJJAP00000019096
ENSJJAG00000020158	ENSJJAP00000019086
ENSJJAG00000020159	ENSJJAP00000019087
ENSJJAG00000020160	ENSJJAP00000019106
ENSJJAG00000020161	ENSJJAP00000019091
ENSJJAG00000020162	ENSJJAP00000019093
ENSJJAG00000020163	ENSJJAP00000019132
ENSJJAG00000020163	ENSJJAP00000019141
ENSJJAG00000020164	ENSJJAP00000019090
ENSJJAG00000020165	ENSJJAP00000019120
ENSJJAG00000020166	ENSJJAP00000019097
ENSJJAG00000020167	ENSJJAP00000019112
ENSJJAG00000020168	ENSJJAP00000019155
ENSJJAG00000020169	ENSJJAP00000019103
ENSJJAG00000020170	ENSJJAP00000019098
ENSJJAG00000020171	ENSJJAP00000019165
ENSJJAG00000020171	ENSJJAP00000019171
ENSJJAG00000020171	ENSJJAP00000019179
ENSJJAG00000020172	ENSJJAP00000019113
ENSJJAG00000020173	ENSJJAP00000019160
ENSJJAG00000020173	ENSJJAP00000019163
ENSJJAG00000020173	ENSJJAP00000019166
ENSJJAG00000020173	ENSJJAP00000019169
ENSJJAG00000020173	ENSJJAP00000019174
ENSJJAG00000020173	ENSJJAP00000019176
ENSJJAG00000020173	ENSJJAP00000019180
ENSJJAG00000020174	ENSJJAP00000019109
ENSJJAG00000020175	ENSJJAP00000019128
ENSJJAG00000020175	ENSJJAP00000019133
ENSJJAG00000020176	ENSJJAP00000019114
ENSJJAG00000020177	ENSJJAP00000019111
ENSJJAG00000020178	ENSJJAP00000019115
ENSJJAG00000020178	ENSJJAP00000019118
ENSJJAG00000020179	ENSJJAP00000019117
ENSJJAG00000020180	ENSJJAP00000019125
ENSJJAG00000020180	ENSJJAP00000019129
ENSJJAG00000020180	ENSJJAP00000019135
ENSJJAG00000020181	ENSJJAP00000019119
ENSJJAG00000020182	ENSJJAP00000019122
ENSJJAG00000020183	ENSJJAP00000019123
ENSJJAG00000020184	ENSJJAP00000019131
ENSJJAG00000020184	ENSJJAP00000019136
ENSJJAG00000020185	ENSJJAP00000019121
ENSJJAG00000020186	ENSJJAP00000019126
ENSJJAG00000020187	ENSJJAP00000019124
ENSJJAG00000020188	ENSJJAP00000019137
ENSJJAG00000020188	ENSJJAP00000019140
ENSJJAG00000020189	ENSJJAP00000019148
ENSJJAG00000020189	ENSJJAP00000019152
ENSJJAG00000020189	ENSJJAP00000019154
ENSJJAG00000020189	ENSJJAP00000019158
ENSJJAG00000020190	ENSJJAP00000019130
ENSJJAG00000020191	ENSJJAP00000019144
ENSJJAG00000020192	ENSJJAP00000019161
ENSJJAG00000020192	ENSJJAP00000019167
ENSJJAG00000020193	ENSJJAP00000019145
ENSJJAG00000020193	ENSJJAP00000019147
ENSJJAG00000020194	ENSJJAP00000019138
ENSJJAG00000020195	ENSJJAP00000019139
ENSJJAG00000020196	ENSJJAP00000019164
ENSJJAG00000020197	ENSJJAP00000019142
ENSJJAG00000020198	ENSJJAP00000019153
ENSJJAG00000020198	ENSJJAP00000019156
ENSJJAG00000020199	ENSJJAP00000019146
ENSJJAG00000020200	ENSJJAP00000019149
ENSJJAG00000020201	ENSJJAP00000019151
ENSJJAG00000020202	ENSJJAP00000019172
ENSJJAG00000020202	ENSJJAP00000019198
ENSJJAG00000020202	ENSJJAP00000019203
ENSJJAG00000020203	ENSJJAP00000019157
ENSJJAG00000020203	ENSJJAP00000019159
ENSJJAG00000020204	ENSJJAP00000019188
ENSJJAG00000020204	ENSJJAP00000019191
ENSJJAG00000020205	ENSJJAP00000019199
ENSJJAG00000020205	ENSJJAP00000019209
ENSJJAG00000020205	ENSJJAP00000019211
ENSJJAG00000020205	ENSJJAP00000019218
ENSJJAG00000020206	ENSJJAP00000019162
ENSJJAG00000020207	ENSJJAP00000019181
ENSJJAG00000020208	ENSJJAP00000019177
ENSJJAG00000020208	ENSJJAP00000019182
ENSJJAG00000020209	ENSJJAP00000019194
ENSJJAG00000020209	ENSJJAP00000019200
ENSJJAG00000020209	ENSJJAP00000019208
ENSJJAG00000020210	ENSJJAP00000019168
ENSJJAG00000020211	ENSJJAP00000019170
ENSJJAG00000020212	ENSJJAP00000019187
ENSJJAG00000020213	ENSJJAP00000019175
ENSJJAG00000020213	ENSJJAP00000019178
ENSJJAG00000020214	ENSJJAP00000019173
ENSJJAG00000020215	ENSJJAP00000019192
ENSJJAG00000020216	ENSJJAP00000019183
ENSJJAG00000020217	ENSJJAP00000019186
ENSJJAG00000020217	ENSJJAP00000019190
ENSJJAG00000020218	ENSJJAP00000019230
ENSJJAG00000020218	ENSJJAP00000019246
ENSJJAG00000020219	ENSJJAP00000019185
ENSJJAG00000020220	ENSJJAP00000019184
ENSJJAG00000020221	ENSJJAP00000019189
ENSJJAG00000020222	ENSJJAP00000019193
ENSJJAG00000020222	ENSJJAP00000019196
ENSJJAG00000020222	ENSJJAP00000019201
ENSJJAG00000020222	ENSJJAP00000019207
ENSJJAG00000020223	ENSJJAP00000019197
ENSJJAG00000020224	ENSJJAP00000019202
ENSJJAG00000020224	ENSJJAP00000019214
ENSJJAG00000020225	ENSJJAP00000019205
ENSJJAG00000020226	ENSJJAP00000019253
ENSJJAG00000020226	ENSJJAP00000019254
ENSJJAG00000020227	ENSJJAP00000019195
ENSJJAG00000020228	ENSJJAP00000019206
ENSJJAG00000020228	ENSJJAP00000019210
ENSJJAG00000020228	ENSJJAP00000019215
ENSJJAG00000020228	ENSJJAP00000019227
ENSJJAG00000020228	ENSJJAP00000019233
ENSJJAG00000020228	ENSJJAP00000019237
ENSJJAG00000020229	ENSJJAP00000019212
ENSJJAG00000020230	ENSJJAP00000019204
ENSJJAG00000020231	ENSJJAP00000019213
ENSJJAG00000020232	ENSJJAP00000019236
ENSJJAG00000020232	ENSJJAP00000019244
ENSJJAG00000020233	ENSJJAP00000019216
ENSJJAG00000020233	ENSJJAP00000019223
ENSJJAG00000020234	ENSJJAP00000019220
ENSJJAG00000020235	ENSJJAP00000019222
ENSJJAG00000020235	ENSJJAP00000019224
ENSJJAG00000020236	ENSJJAP00000019264
ENSJJAG00000020236	ENSJJAP00000019274
ENSJJAG00000020237	ENSJJAP00000019217
ENSJJAG00000020238	ENSJJAP00000019219
ENSJJAG00000020239	ENSJJAP00000019263
ENSJJAG00000020239	ENSJJAP00000019273
ENSJJAG00000020240	ENSJJAP00000019221
ENSJJAG00000020241	ENSJJAP00000019281
ENSJJAG00000020241	ENSJJAP00000019286
ENSJJAG00000020242	ENSJJAP00000019229
ENSJJAG00000020243	ENSJJAP00000019226
ENSJJAG00000020244	ENSJJAP00000019228
ENSJJAG00000020244	ENSJJAP00000019234
ENSJJAG00000020245	ENSJJAP00000019225
ENSJJAG00000020246	ENSJJAP00000019245
ENSJJAG00000020246	ENSJJAP00000019250
ENSJJAG00000020247	ENSJJAP00000019238
ENSJJAG00000020247	ENSJJAP00000019243
ENSJJAG00000020247	ENSJJAP00000019251
ENSJJAG00000020248	ENSJJAP00000019232
ENSJJAG00000020248	ENSJJAP00000019239
ENSJJAG00000020249	ENSJJAP00000019231
ENSJJAG00000020250	ENSJJAP00000019275
ENSJJAG00000020251	ENSJJAP00000019235
ENSJJAG00000020252	ENSJJAP00000019242
ENSJJAG00000020252	ENSJJAP00000019249
ENSJJAG00000020253	ENSJJAP00000019240
ENSJJAG00000020254	ENSJJAP00000019247
ENSJJAG00000020255	ENSJJAP00000019241
ENSJJAG00000020256	ENSJJAP00000019252
ENSJJAG00000020257	ENSJJAP00000019255
ENSJJAG00000020258	ENSJJAP00000019248
ENSJJAG00000020259	ENSJJAP00000019278
ENSJJAG00000020259	ENSJJAP00000019294
ENSJJAG00000020260	ENSJJAP00000019258
ENSJJAG00000020261	ENSJJAP00000019256
ENSJJAG00000020262	ENSJJAP00000019272
ENSJJAG00000020262	ENSJJAP00000019280
ENSJJAG00000020262	ENSJJAP00000019284
ENSJJAG00000020262	ENSJJAP00000019289
ENSJJAG00000020263	ENSJJAP00000019257
ENSJJAG00000020264	ENSJJAP00000019260
ENSJJAG00000020265	ENSJJAP00000019259
ENSJJAG00000020266	ENSJJAP00000019261
ENSJJAG00000020267	ENSJJAP00000019276
ENSJJAG00000020268	ENSJJAP00000019266
ENSJJAG00000020268	ENSJJAP00000019270
ENSJJAG00000020269	ENSJJAP00000019296
ENSJJAG00000020270	ENSJJAP00000019262
ENSJJAG00000020271	ENSJJAP00000019265
ENSJJAG00000020272	ENSJJAP00000019267
ENSJJAG00000020273	ENSJJAP00000019268
ENSJJAG00000020274	ENSJJAP00000019277
ENSJJAG00000020275	ENSJJAP00000019271
ENSJJAG00000020276	ENSJJAP00000019269
ENSJJAG00000020277	ENSJJAP00000019288
ENSJJAG00000020278	ENSJJAP00000019279
ENSJJAG00000020279	ENSJJAP00000019283
ENSJJAG00000020279	ENSJJAP00000019285
ENSJJAG00000020279	ENSJJAP00000019287
ENSJJAG00000020279	ENSJJAP00000019293
ENSJJAG00000020280	ENSJJAP00000019300
ENSJJAG00000020281	ENSJJAP00000019282
ENSJJAG00000020281	ENSJJAP00000019290
ENSJJAG00000020282	ENSJJAP00000019295
ENSJJAG00000020283	ENSJJAP00000019291
ENSJJAG00000020284	ENSJJAP00000019292
ENSJJAG00000020284	ENSJJAP00000019298
ENSJJAG00000020285	ENSJJAP00000019297
ENSJJAG00000020286	ENSJJAP00000019299
ENSJJAG00000020286	ENSJJAP00000019303
ENSJJAG00000020286	ENSJJAP00000019308
ENSJJAG00000020287	ENSJJAP00000019304
ENSJJAG00000020288	ENSJJAP00000019306
ENSJJAG00000020289	ENSJJAP00000019324
ENSJJAG00000020289	ENSJJAP00000019329
ENSJJAG00000020290	ENSJJAP00000019301
ENSJJAG00000020291	ENSJJAP00000019302
ENSJJAG00000020292	ENSJJAP00000019305
ENSJJAG00000020293	ENSJJAP00000019307
ENSJJAG00000020294	ENSJJAP00000019309
ENSJJAG00000020295	ENSJJAP00000019310
ENSJJAG00000020295	ENSJJAP00000019321
ENSJJAG00000020296	ENSJJAP00000019313
ENSJJAG00000020296	ENSJJAP00000019319
ENSJJAG00000020297	ENSJJAP00000019311
ENSJJAG00000020297	ENSJJAP00000019314
ENSJJAG00000020298	ENSJJAP00000019315
ENSJJAG00000020299	ENSJJAP00000019312
ENSJJAG00000020300	ENSJJAP00000019318
ENSJJAG00000020301	ENSJJAP00000019367
ENSJJAG00000020301	ENSJJAP00000019376
ENSJJAG00000020302	ENSJJAP00000019371
ENSJJAG00000020302	ENSJJAP00000019379
ENSJJAG00000020303	ENSJJAP00000019316
ENSJJAG00000020304	ENSJJAP00000019350
ENSJJAG00000020304	ENSJJAP00000019356
ENSJJAG00000020305	ENSJJAP00000019323
ENSJJAG00000020306	ENSJJAP00000019320
ENSJJAG00000020307	ENSJJAP00000019317
ENSJJAG00000020308	ENSJJAP00000019332
ENSJJAG00000020308	ENSJJAP00000019341
ENSJJAG00000020308	ENSJJAP00000019345
ENSJJAG00000020309	ENSJJAP00000019326
ENSJJAG00000020309	ENSJJAP00000019331
ENSJJAG00000020310	ENSJJAP00000019322
ENSJJAG00000020311	ENSJJAP00000019338
ENSJJAG00000020312	ENSJJAP00000019325
ENSJJAG00000020313	ENSJJAP00000019328
ENSJJAG00000020314	ENSJJAP00000019327
ENSJJAG00000020315	ENSJJAP00000019333
ENSJJAG00000020316	ENSJJAP00000019330
ENSJJAG00000020317	ENSJJAP00000019344
ENSJJAG00000020317	ENSJJAP00000019347
ENSJJAG00000020317	ENSJJAP00000019351
ENSJJAG00000020317	ENSJJAP00000019354
ENSJJAG00000020318	ENSJJAP00000019335
ENSJJAG00000020319	ENSJJAP00000019334
ENSJJAG00000020320	ENSJJAP00000019348
ENSJJAG00000020320	ENSJJAP00000019352
ENSJJAG00000020321	ENSJJAP00000019336
ENSJJAG00000020322	ENSJJAP00000019337
ENSJJAG00000020323	ENSJJAP00000019343
ENSJJAG00000020324	ENSJJAP00000019340
ENSJJAG00000020325	ENSJJAP00000019390
ENSJJAG00000020325	ENSJJAP00000019395
ENSJJAG00000020325	ENSJJAP00000019399
ENSJJAG00000020326	ENSJJAP00000019342
ENSJJAG00000020327	ENSJJAP00000019339
ENSJJAG00000020328	ENSJJAP00000019364
ENSJJAG00000020328	ENSJJAP00000019369
ENSJJAG00000020328	ENSJJAP00000019374
ENSJJAG00000020329	ENSJJAP00000019346
ENSJJAG00000020330	ENSJJAP00000019359
ENSJJAG00000020331	ENSJJAP00000019357
ENSJJAG00000020332	ENSJJAP00000019375
ENSJJAG00000020332	ENSJJAP00000019417
ENSJJAG00000020332	ENSJJAP00000019424
ENSJJAG00000020333	ENSJJAP00000019362
ENSJJAG00000020334	ENSJJAP00000019365
ENSJJAG00000020335	ENSJJAP00000019349
ENSJJAG00000020336	ENSJJAP00000019355
ENSJJAG00000020337	ENSJJAP00000019353
ENSJJAG00000020338	ENSJJAP00000019381
ENSJJAG00000020339	ENSJJAP00000019368
ENSJJAG00000020340	ENSJJAP00000019358
ENSJJAG00000020341	ENSJJAP00000019361
ENSJJAG00000020342	ENSJJAP00000019360
ENSJJAG00000020343	ENSJJAP00000019373
ENSJJAG00000020344	ENSJJAP00000019363
ENSJJAG00000020345	ENSJJAP00000019394
ENSJJAG00000020345	ENSJJAP00000019397
ENSJJAG00000020345	ENSJJAP00000019401
ENSJJAG00000020345	ENSJJAP00000019405
ENSJJAG00000020345	ENSJJAP00000019463
ENSJJAG00000020346	ENSJJAP00000019366
ENSJJAG00000020347	ENSJJAP00000019388
ENSJJAG00000020348	ENSJJAP00000019370
ENSJJAG00000020348	ENSJJAP00000019377
ENSJJAG00000020348	ENSJJAP00000019384
ENSJJAG00000020349	ENSJJAP00000019372
ENSJJAG00000020350	ENSJJAP00000019378
ENSJJAG00000020351	ENSJJAP00000019382
ENSJJAG00000020352	ENSJJAP00000019385
ENSJJAG00000020352	ENSJJAP00000019389
ENSJJAG00000020353	ENSJJAP00000019380
ENSJJAG00000020354	ENSJJAP00000019383
ENSJJAG00000020355	ENSJJAP00000019393
ENSJJAG00000020356	ENSJJAP00000019386
ENSJJAG00000020357	ENSJJAP00000019387
ENSJJAG00000020358	ENSJJAP00000019392
ENSJJAG00000020359	ENSJJAP00000019396
ENSJJAG00000020360	ENSJJAP00000019391
ENSJJAG00000020361	ENSJJAP00000019419
ENSJJAG00000020362	ENSJJAP00000019413
ENSJJAG00000020362	ENSJJAP00000019416
ENSJJAG00000020363	ENSJJAP00000019402
ENSJJAG00000020363	ENSJJAP00000019406
ENSJJAG00000020364	ENSJJAP00000019460
ENSJJAG00000020364	ENSJJAP00000019467
ENSJJAG00000020365	ENSJJAP00000019412
ENSJJAG00000020365	ENSJJAP00000019418
ENSJJAG00000020366	ENSJJAP00000019398
ENSJJAG00000020367	ENSJJAP00000019407
ENSJJAG00000020368	ENSJJAP00000019421
ENSJJAG00000020369	ENSJJAP00000019400
ENSJJAG00000020370	ENSJJAP00000019450
ENSJJAG00000020370	ENSJJAP00000019457
ENSJJAG00000020371	ENSJJAP00000019426
ENSJJAG00000020371	ENSJJAP00000019427
ENSJJAG00000020372	ENSJJAP00000019423
ENSJJAG00000020373	ENSJJAP00000019404
ENSJJAG00000020374	ENSJJAP00000019408
ENSJJAG00000020375	ENSJJAP00000019403
ENSJJAG00000020376	ENSJJAP00000019409
ENSJJAG00000020377	ENSJJAP00000019435
ENSJJAG00000020377	ENSJJAP00000019448
ENSJJAG00000020378	ENSJJAP00000019422
ENSJJAG00000020379	ENSJJAP00000019411
ENSJJAG00000020380	ENSJJAP00000019410
ENSJJAG00000020381	ENSJJAP00000019415
ENSJJAG00000020382	ENSJJAP00000019414
ENSJJAG00000020383	ENSJJAP00000019439
ENSJJAG00000020383	ENSJJAP00000019449
ENSJJAG00000020384	ENSJJAP00000019420
ENSJJAG00000020385	ENSJJAP00000019446
ENSJJAG00000020385	ENSJJAP00000019453
ENSJJAG00000020386	ENSJJAP00000019438
ENSJJAG00000020387	ENSJJAP00000019425
ENSJJAG00000020388	ENSJJAP00000019461
ENSJJAG00000020388	ENSJJAP00000019471
ENSJJAG00000020389	ENSJJAP00000019429
ENSJJAG00000020389	ENSJJAP00000019432
ENSJJAG00000020390	ENSJJAP00000019444
ENSJJAG00000020390	ENSJJAP00000019454
ENSJJAG00000020391	ENSJJAP00000019428
ENSJJAG00000020392	ENSJJAP00000019431
ENSJJAG00000020393	ENSJJAP00000019459
ENSJJAG00000020393	ENSJJAP00000019465
ENSJJAG00000020393	ENSJJAP00000019473
ENSJJAG00000020394	ENSJJAP00000019455
ENSJJAG00000020395	ENSJJAP00000019433
ENSJJAG00000020396	ENSJJAP00000019430
ENSJJAG00000020397	ENSJJAP00000019441
ENSJJAG00000020397	ENSJJAP00000019445
ENSJJAG00000020398	ENSJJAP00000019434
ENSJJAG00000020399	ENSJJAP00000019440
ENSJJAG00000020400	ENSJJAP00000019436
ENSJJAG00000020401	ENSJJAP00000019442
ENSJJAG00000020402	ENSJJAP00000019462
ENSJJAG00000020403	ENSJJAP00000019437
ENSJJAG00000020404	ENSJJAP00000019443
ENSJJAG00000020405	ENSJJAP00000019447
ENSJJAG00000020406	ENSJJAP00000019452
ENSJJAG00000020406	ENSJJAP00000019456
ENSJJAG00000020407	ENSJJAP00000019451
ENSJJAG00000020408	ENSJJAP00000019480
ENSJJAG00000020409	ENSJJAP00000019458
ENSJJAG00000020410	ENSJJAP00000019464
ENSJJAG00000020411	ENSJJAP00000019503
ENSJJAG00000020412	ENSJJAP00000019466
ENSJJAG00000020412	ENSJJAP00000019470
ENSJJAG00000020412	ENSJJAP00000019474
ENSJJAG00000020412	ENSJJAP00000019478
ENSJJAG00000020413	ENSJJAP00000019468
ENSJJAG00000020414	ENSJJAP00000019469
ENSJJAG00000020415	ENSJJAP00000019472
ENSJJAG00000020416	ENSJJAP00000019485
ENSJJAG00000020417	ENSJJAP00000019475
ENSJJAG00000020418	ENSJJAP00000019476
ENSJJAG00000020419	ENSJJAP00000019477
ENSJJAG00000020420	ENSJJAP00000019481
ENSJJAG00000020421	ENSJJAP00000019482
ENSJJAG00000020422	ENSJJAP00000019479
ENSJJAG00000020423	ENSJJAP00000019484
ENSJJAG00000020424	ENSJJAP00000019483
ENSJJAG00000020425	ENSJJAP00000019489
ENSJJAG00000020426	ENSJJAP00000019516
ENSJJAG00000020426	ENSJJAP00000019521
ENSJJAG00000020427	ENSJJAP00000019486
ENSJJAG00000020428	ENSJJAP00000019488
